Sentence_before,Sentence,Sentence_after,Filename,Year,Match,Phrase Key,Is Death Euphemism? (Yes/No)
"tilbage . De sukker alle i en eller anden nød — og dette kommer af deres egen synd , som tynger dem . Og den vil fortsætte med at gøre dem utilfredse indtil den dag , da de kaster sig på knæ for Kristus og tilbeder ham . Der findes ingen glæde på jorden uden gennem ham , hverken held i forretninger eller","lykke i venskab og ægteskab . Kun når to venner eller to ægtefæller mødes i kærlighed til Kristus , er deres forhold godt og lykkeligt . Det ser vi daglig tusende beviser på . Kære søstre og brødre , vil dere blive lykkelige , vil dere få fred , få","det godt her på jorden og efter døden , så bed med os i denne stund , og al sorg vil pludselig forsvinde for aldrig mere at komme tilbagel ønsker dere at blive glade , ønsker dere at få fred ? Ja , ja ! — stammede den rødhårede , hostende pige , idet hun styrtede frem og kastede sig grædende ned ved siden af Hjørdis .",1893_Schoeyen_EtLoefte.txt,1893,få fred,f* fred,No
"rækværk , der hegnede kilden ind . Vi fulgte stien op forbi bygningens gavl","og kom frem til forsiden , hvor en bredere","gang førte bort i modsat retning af den , vi var komne .",1895_Bon_Fristelser.txt,1895,kom frem,kom* frem,No
"» Har du endelig fået hende overtalt til at søge nogen hvile . Jeg vil være fordømt , James , om du ikke i miss Kate får en hustru , du kan være tjent med . « » Det glæder mig , at du er af samme mening","som jeg . Stakkels Kate ! Vil skæbnen , at Creagton går bort , bliver det en stor sorg for hende , og vor forening må da ske , så hurtig vi komme tilbage til England , thi jeg bliver da hendes eneste beskytter . «","» Og hvorfor just opsætte brylluppet , til i komme til England ? Her i Danmark findes vel også præster , der for gode ord og betaling vil vie eder . Jeg fore-slår , at du i den anledning henvender dig til vort gesandtskab , så du kan føre din barndomsveninde til London som din hustru . «",1896_JohansenL_UnderOgOverAtmosfaeren.txt,1896,går bort,g* bort,Yes
kun det uoprettelige tilbage. Den gamle lidelse trængte tårerne frem i hendes øjne — nu havde hun,"mistet ham for anden gang. Og hun syntes, hendes","rene trofaste (kykeliky-y!) kærlighed var bleven til- smudset, hun kunne ikke mere mindes den som før —",1895_Wied_Ungdomshistorier.txt,1895,mistet ham,miste* ham,No
". Doktor Hansen er manden , det er ham , der har styret det hele . Jeg optrådte ganske vist som bandens anfører , men det var kun et skin . I virkeligheden gjorde jeg ikke andet end at udføre Hansens befalinger . Intet af bandens medlemmer kendte noget til dette forhold , og nu , da jeg ligger på det yderste — lægen giver mig kun fiåb om at kunne leve til solnedgang — , anser jeg det for en samvittigheds","sag at åbenbare denne hemmelighed for at den ikke ved at gå i graven med mig skal forår-sage , at en uskyldig kommer til at undgælde derfor . Doktor’ Hansen er manden , som har undfanget planen til møntfabrikationen og gennem mig bragt den til udførelse . Det sværger jeg","ved gud og ved min evige salighed . « Denne lange tale havde i høj grad udmattet præsten , så at de sidste ord kun lød ganske svagt .",1899_Worm_ForbrydelsernesKongeEllerDenSkalperedePraest.txt,1899,gå i graven,g* i graven,Yes
"den ? Derimod skønnede han først nu ret , hvilken styrke den sjæl havde ejet , som nu var",vandret heden og hvor dyb dens kærlighed,"til ham havde været . Han vurderede sit tabs storhed , men så ikke de farer , som havde",1888_EwaldHF_Griffenfeld.txt,1888,vandret heden,vandr* heden,Yes
"han hænderne fromt over sit bryst og lagde sig tilrette , idet han lukkede øjnene , som om han blidt og",roligt var hensovet . Kunstneren tog nu et blad og,"en solvstift frem og gjorde under en uhyggelig taushed tegningen færdig , medens de fire , skjvldbærende dravanter",1870_LundOC_ZittaEllerDomkirkensDatter.txt,1870,hensovet,hensov*,No
"» Jo , André , i det øjeblik var der sandhed , men når champagnerusen er dunstet bort , så er",også euthusiasmens bind revet bort fra deres,"øjne , og kritikken er kommen i steden . Den vil en gang komme over dit hoved ,",1879_Kieler_AndreFraKautokejno.txt,1879,revet bort,revet bort,No
"aldrig rigtig vidst , hvoraf det egentlig er opstået . Således er det blevet afgjort , og de fik parret i fælden . “ „ Og nu skal de også blive hos hinanden for bestandig , “ afbrød bonden hende . „ Men en betingelse stiller jeg : jeg overlader dig ejendommen , Ditlev , men ikke bygningen her , det gamle warttårn — der bliver din moder og jeg boende . Du flytter","ind på den gård , jeg har ladet bygge ovre på solbakken ; nu ved du hvorfor — der er mere sollyst og luftigt for sådan et par unge fugle til at bygge rede . Når vi to gamle en gang er vandrede heden , kan du jo endda gøre",", som du lyster . Du kan drage her over eller lade de gamle mure forfalde . Nu kan du måste også forstå , hvorfor jeg har hastet så stærkt med arbejdet — resten skal du selv besørge ; om otte dage kan du være færdig , og så holder vi høstgilde og bryllup på en gang . Nu er vel alt i orden , håber jeg , “ sluttede",1888_SchmidtH_Bondehoevdingen.txt,1888,vandrede heden,vandr* heden,Yes
"tillige sker for deres afdøde fader . “ „ Jeg hører først nu , til min store forundring ,","at min moders Broder er afgået ved døden , “",Sagde grev Carl med sin dybe stemme . „ Jeg har været på en rejse i Tyskland og har ligget,1872_Valdemar_KjaerlighedHaevnOgFrelse.txt,1872,afgået ved døden,afg* ved døden,Yes
herved ) og som havde opgivet at have sin bopæl her . Mennesket havde fået blodstyrtning på en ølstue,og var afgået ved døden kort efter ankomsten,"til hospitalet . Min værtinde , der i begyndelsen holdt sig tavs , havde næppe hørt dette sidste ,",1899_Pontoppidan_LykkePerIDetFremmede.txt,1899,afgået ved døden,afg* ved døden,Yes
"Og nu hans kones sygdom . — nu ja , døskal vi jo alle sammen en gang , men der var såmænd","ingen fare for , at hun skulle kradse af","foreløbig . Hun var nok lidt svagelig af sig , men at det var så galt -fat som doktoren sagde — nej ,",1899_Lundgaard_Ismael.txt,1899,kradse af,krads* af,Yes
"du dig på denne side og jeg sniger mig over på ben anden , for hver hoved , der","kommer frem falder enten din eller min kold , så","tænker jeg nok , af vi skal gøre dem kede af det inden ret længe .",1885_Ridderhjelm_ForstoedtEllerArmodOgRigdom.txt,1885,kommer frem,kom* frem,No
"hvor stridshuen byttes med en sejerskrans . “ „ Ja , “ hviskedee sønnen med et saligt udtryk",og udåndede kort derpå .,"En time senere var faderen ude med . Ambulancen igen , hvor 2det jægerkorps fordrev fjenden",1877_HansenJH_EnFriMand.txt,1877,udåndede,udånde*,Yes
"Klokken to toge brud og brudgom bort , men ballet vedvarede endnu et par timer efter . Selgren",gik bort med de andre kadetter . Da de vare,"komne ndenfor , foreslog en repetent at gå til „ Mokka-meier “ og drikke kaffe . Dette forslag",1872_Gioerup_BjoernIBjoernegade.txt,1872,gik bort,g* bort,No
"« ja det er vist ikke omgang for Fanny , » Sagde fru hammer usædvanlig skarpt , og hun",hviskedee noget i øret på Julia . Denne himlede,"sig og så forfærdet ud . « men da omgås da Marie Hanson hende , »",1887_JansonD_EnUngPige.txt,1887,himlede,himl*,No
"der må et offer til for at få fred . Det har de lært mig . Og jeg ville naturligvis ofre alt ,","livet aller helst , for at få fred . Men jeg er","bange for , at det ikke blev noget vanskeligt offer , for der er virkelig ingenting ved livet ,",1878_Broendsted_IBoelgegang.txt,1878,få fred,f* fred,Yes
vide — — han gik op i lejligheden . Nina og Sofie,"var ude , men kom hjem om en times tid , sagde","pigen . Om studenten ville vente ? Men William kom i tanker om , at han",1880_Bang_HaabloeseSlaegter.txt,1880,kom hjem,kom* hjem,No
"smaragdgrønne tåger og uhyre hvide søjler , om han ville , han lod purpurkugler hæve sig op over brandgule",himle . Han fik rummet til at strømme ned som elfenben,"og mælk med rislende zirater af lyst , kruset guld . Han tænkte sig at se ned i det svælgende mørke , og der",1898_JensenJV_EinarElkaer.txt,1898,himle,himl*,No
holdende lygten højt foran sig gik han ind r zellen .,"— heida Antonio kom frem , men hvor er",i da ? Der fulgte ingen svar .,1891_Adolphus_AntonioEllerBjergenesKonge.txt,1891,kom frem,kom* frem,No
"og al oppakningen og ved siden af ham nogle bønder , der bar deres kofter på stokke over",skulderen for heden og ivrig forklarede skel og,"mærker , hver gang der standsedes , og kaptejnen foreløbig skulle optage en eller anden linje .",1883_LieJ_FamiljenPaaGilje.txt,1883,for heden,f* heden,No
"så var det en grusom gud . En styrmand , der for med ham , mens han havde skibet , havde ved","sin hjemkomst fundet huset brændt , barnet omkommet",i flammerne og konen vanvittig . Siden havde han aldrig mere været som andre mennesker ;,1879_Colban_EnGammelJomfru.txt,1879,omkommet,omkom*,Yes
"når det strengt behøvedes , selv fandt et ly hos de to døvstumme kvinder .","Når Sidse stundom gik bort og syede , så var","barnet så godt som hele dagen overladt til sig selv , og så hændte det en aften flere år før de",1893_Helms_Grib.txt,1893,gik bort,g* bort,No
"som anfører på bukken af den første kørte man nedad gaderne , vækkende al ønskelig opsigt ved sin støjende adfærd ,",hvor man kom frem .,Allerede i Vesterbros passage standsede vognene på Sindings befaling .,1884_MoellerC_PaaFarten.txt,1884,kom frem,kom* frem,No
"fordøm mig ikke , fordi jeg ikke følte styrke nok til at leve . Jeg selv er så rolig , så fattet , nu da jeg har","taget afsked med livet . O , gid de en gang ville","komme til at føle , hvad jeg nu føler , nemlig den overbevisning kom , at med døden skal livet begynde . Jeg",1876_Karstens_FrederikFolkekjaer.txt,1876,afsked med livet,afsked med livet,Yes
slot er foregået mangehånde mysterier og mærkelige ting siden den salige kong Kristian den ottende,gik til sine fædre . “,"„ Og dog må man tie til alt dette , “ sagde baronessen med et gribende suk .",1875_Karstens_GrevindeDanner_2.txt,1875,gik til sine fædre,g* til sine fædre,Yes
"og før nogle dage holdt faderen fra kroen , så var sorgen så meget større , da Karen den niende",dag udåndede .,stille og ubemærket blev hun begravet . Ikke engang hendes morder — barnets fader — erkyndigede sig om,1872_LeFevre_DianaEllerHaabloesKjaerlighed.txt,1872,udåndede,udånde*,Yes
"får vil blive meget ond både på dem og på mig , min gamle sladderhank , hvis han finder dem oppe ,",når han kommer hjem » .,"« tak , kære , kære ålartens ! » sagde Bertha og kyssede hende . « det var så godt at hore ,",1886_Gloeersen_Dagligdags.txt,1886,kommer hjem,kom* hjem,No
"fortovet . Der var altid en spørgen ud i det pensionat , når man ikke sagde besked om alting .",Frøken Erling kom hjem fra sine timer . Hun sneg sig,"langs husrækken , altid genert af sin unyttige fylde . Hendes beundrende øjne så’ straks Anna og så’ , at hun var ked",1899_HenningsenA_Glansbilledet.txt,1899,kom hjem,kom* hjem,No
højst besynderlig . . . . « Gamle Thorsen var meget nervøs og vidste,"åbenbart ikke , hvorledes han skulle komme frem","med , hvad han havde at sige . Henning var temmelig fremmed for ham . Det var i hvert fald",1883_OestergaardV_EtAegteskabsHistorie.txt,1883,komme frem,kom* frem,No
"have godt deraf . Især når digterne og billedhuggerne bleve hængte med , eller på anden",måde kom af dage » .,"« men hvad skulle der opnås derved ? » Spurgte Thora , noget nysgerrig efter at . få",1879_SkramE_GertrudeColbjoernsen.txt,1879,kom af dage,kom* af dage,Yes
"as mangt et fordelagtigt parti , der havde tilbudt sig for hende , så tabte disse bebrejdelser sig snart , så",hun også i denne henseende fik fred og ro .,"Således henrandt et par år , i hvilke vor fortællings begivenheder udvikle sig , og for at følge disse",1876_LB_Taterkongen.txt,1876,fik fred,f* fred,No
men hun plejede da altid at komme tilbage om en time eller to . Ialtfald til måltiderne .,Tænk om hun havde gået bort og gjort en,"ulykke på sig . Det var jo en kjendsgjerning , dette , at folk kunne ta livet af sig . Eller om",1888_SkramA_Lucie.txt,1888,gået bort,g* bort,Yes
"såt en glædelig efterretning i dag , nemlig den , at min højtelskede tante i Ebeltoft er",afgået ved døden . “,"„ Gratulerer , “ svarede Arnkiel smilende , „ det er nok første gang , at det er arriveret",1879_Soerensen_SkarpretterensDatter.txt,1879,afgået ved døden,afg* ved døden,Yes
"stund , og at han i fjorten lange år dag og nat sukkede og længtes efter hende og hendes moder ! — bed hende ikke forbande mig , men tænke på mig med lidt kærlighed ! — og så det sidste farvel , min Jolanta ! “ Forgæves -sogte Edgar at vække håbet om et evigt liv i den døendes forvildede sjæl og lede hans tanker hen til guds evige kærlighed ; han","tænkte kun på sin jordiske kærlighed , og hans forurettede hustru var i hans tanker den eneste , han skulle bede om tilgivelse og finde nåde hos . Sørgmodig var Edgar vidne til hans dødskamp ; med jvlantas navn på læberne udåndede han det sidste suk . — efter at","Edgar en kort tid havde betragtet den dødes udtærede ansigt , åbnede han med en følelse af dyb vemod brevet og læste det . Det var skrevet med en nøvet og rystende hånd , og enkelte steder var bogstaverne næsten ulæselige af de tårer , der var faldne på dem , mens de blev skrevne . Indholdet var omtrent følgende : „ Når du læser disse linier , min elskede , evig elskede Aksel , håber jeg , at Fiorella og jeg allerede er langt borte . Gør intet forsøg på at finde os ! det er bedst for dig",1874_Mau_EnFormynder.txt,1874,udåndede,udånde*,Yes
"„ Ja du har godt ved af snakke Eske brok , “ sagde han , „ Du har gods og fæste i overflød , og behøver ej hverken af trygle om nådsens brød eller fægte for din tilværelse ! “ „ Derfor takker jeg mutter Marie ! “ svarede den tiltalte en middelhøj mand med et særdeles barst udseende og derfor byggede jeg også hylle en ny kirke ! “","„ Ja derfor vil også alle dine undergivne love god for dig ved himmelens dørvogter , når du en gang skal vandre heden ! “ indvendte i en sfjæmtefuld tone en lille munter mand med et efter ejerens størrelse alt for vægtigt slagsværd .","„ Nu , mener du det Morten Ålholm ! “ svarede Eske brok med et satirisk smil , „ ja sikkert og godt er det , af have gode forbcdere , når man skal til sådanne mænd som sanktc Peter . Men allermest ville det vist komme an på , hvorledes Vorherres portgjcmmer er i",1877_LundE_BjoernkjaerOgHoejbyEllerMarskStigsSlaegt.txt,1877,vandre heden,vandr* heden,Yes
